State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
YC,New York City,2016,November,12 month-ending,Psychostimulants with abuse potential (T43.6),59,100,0.025982703,
YC,New York City,2017,February,12 month-ending,Psychostimulants with abuse potential (T43.6),58,100,0.060643928,*Likely underreported due to incomplete data
YC,New York City,2016,December,12 month-ending,Psychostimulants with abuse potential (T43.6),57,100,0.025792189,
YC,New York City,2016,February,12 month-ending,Psychostimulants with abuse potential (T43.6),55,100,0.031822692,
YC,New York City,2016,March,12 month-ending,Psychostimulants with abuse potential (T43.6),55,100,0.03174781,
YC,New York City,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",50,100,0.036838518,
YC,New York City,2016,January,12 month-ending,Psychostimulants with abuse potential (T43.6),49,100,0.039161569,
YC,New York City,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",48,100,0.033267415,
YC,New York City,2015,December,12 month-ending,Psychostimulants with abuse potential (T43.6),47,100,0.038802661,
YC,New York City,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",44,100,0.022210295,
YC,New York City,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",43,100,0.020378673,
YC,New York City,2015,November,12 month-ending,Psychostimulants with abuse potential (T43.6),42,100,0.040500736,
YC,New York City,2015,August,12 month-ending,Psychostimulants with abuse potential (T43.6),39,100,0.036693881,
YC,New York City,2015,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",39,100,0.0112116,
YC,New York City,2015,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",39,100,0.018467562,
YC,New York City,2015,July,12 month-ending,Psychostimulants with abuse potential (T43.6),38,100,0.036838518,
YC,New York City,2015,September,12 month-ending,Psychostimulants with abuse potential (T43.6),38,100,0.03673162,
YC,New York City,2015,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",38,100,0.018484288,
YC,New York City,2015,January,12 month-ending,Psychostimulants with abuse potential (T43.6),37,100,0.0112116,
YC,New York City,2015,October,12 month-ending,Psychostimulants with abuse potential (T43.6),37,100,0.040313714,
YC,New York City,2015,June,12 month-ending,Psychostimulants with abuse potential (T43.6),34,100,0.033267415,
YC,New York City,2015,February,12 month-ending,Psychostimulants with abuse potential (T43.6),32,100,0.018484288,
YC,New York City,2015,May,12 month-ending,Psychostimulants with abuse potential (T43.6),32,100,0.022210295,
YC,New York City,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),30,100,0.020378673,
YC,New York City,2015,March,12 month-ending,Psychostimulants with abuse potential (T43.6),29,100,0.018467562,
NC,North Carolina,2017,March,12 month-ending,Number of Deaths,92306,100,0.677095747,*Likely underreported due to incomplete data
NC,North Carolina,2017,February,12 month-ending,Number of Deaths,91586,100,0.455309764,*Likely underreported due to incomplete data
NC,North Carolina,2017,January,12 month-ending,Number of Deaths,91520,100,0.317963287,*Likely underreported due to incomplete data
NC,North Carolina,2016,December,12 month-ending,Number of Deaths,91361,100,0.253937676,
NC,North Carolina,2016,November,12 month-ending,Number of Deaths,90882,100,0.247573777,
NC,North Carolina,2016,October,12 month-ending,Number of Deaths,90589,100,0.24395898,
NC,North Carolina,2016,September,12 month-ending,Number of Deaths,90334,100,0.224721589,
NC,North Carolina,2016,August,12 month-ending,Number of Deaths,90246,100,0.211643729,
NC,North Carolina,2015,November,12 month-ending,Number of Deaths,90229,100,0.293697148,
NC,North Carolina,2015,October,12 month-ending,Number of Deaths,90154,100,0.347183708,
NC,North Carolina,2016,July,12 month-ending,Number of Deaths,90106,100,0.21863139,
NC,North Carolina,2015,December,12 month-ending,Number of Deaths,90025,100,0.245487365,
NC,North Carolina,2016,May,12 month-ending,Number of Deaths,90014,100,0.237740796,
NC,North Carolina,2016,June,12 month-ending,Number of Deaths,90011,100,0.228860917,
NC,North Carolina,2015,September,12 month-ending,Number of Deaths,90001,100,0.369995889,
NC,North Carolina,2015,August,12 month-ending,Number of Deaths,89864,100,0.364995994,
NC,North Carolina,2016,April,12 month-ending,Number of Deaths,89780,100,0.242815772,
NC,North Carolina,2015,July,12 month-ending,Number of Deaths,89630,100,0.365948901,
NC,North Carolina,2016,January,12 month-ending,Number of Deaths,89624,100,0.248817281,
NC,North Carolina,2016,February,12 month-ending,Number of Deaths,89619,100,0.245483659,
NC,North Carolina,2016,March,12 month-ending,Number of Deaths,89556,100,0.24230649,
NC,North Carolina,2015,June,12 month-ending,Number of Deaths,89238,100,0.370918219,
NC,North Carolina,2015,May,12 month-ending,Number of Deaths,88818,100,0.363665023,
NC,North Carolina,2015,April,12 month-ending,Number of Deaths,88620,100,0.354321824,
NC,North Carolina,2015,March,12 month-ending,Number of Deaths,88384,100,0.357530775,
NC,North Carolina,2015,February,12 month-ending,Number of Deaths,87784,100,0.356557004,
NC,North Carolina,2015,January,12 month-ending,Number of Deaths,87132,100,0.344305192,
NH,New Hampshire,2016,December,12 month-ending,Number of Drug Overdose Deaths,458,100,0.058779075,
NC,North Carolina,2017,January,12 month-ending,Number of Drug Overdose Deaths,1941,100,0.317963287,*Likely underreported due to incomplete data
NH,New Hampshire,2015,September,12 month-ending,Number of Drug Overdose Deaths,449,100,0.118895966,
NH,New Hampshire,2015,October,12 month-ending,Number of Drug Overdose Deaths,449,100,0.127097102,
NH,New Hampshire,2016,August,12 month-ending,Number of Drug Overdose Deaths,449,100,0.043114599,
NH,New Hampshire,2016,September,12 month-ending,Number of Drug Overdose Deaths,446,100,0.042984869,
NH,New Hampshire,2015,November,12 month-ending,Number of Drug Overdose Deaths,444,100,0.127811861,
NH,New Hampshire,2016,November,12 month-ending,Number of Drug Overdose Deaths,443,100,0.051116033,
NH,New Hampshire,2016,October,12 month-ending,Number of Drug Overdose Deaths,442,100,0.051220762,
NH,New Hampshire,2016,July,12 month-ending,Number of Drug Overdose Deaths,441,100,0.043245113,
NH,New Hampshire,2016,May,12 month-ending,Number of Drug Overdose Deaths,439,100,0.03471017,
NH,New Hampshire,2017,February,12 month-ending,Number of Drug Overdose Deaths,438,100,0.158544726,*Likely underreported due to incomplete data
NH,New Hampshire,2016,March,12 month-ending,Number of Drug Overdose Deaths,435,100,0.034581136,
NH,New Hampshire,2016,April,12 month-ending,Number of Drug Overdose Deaths,430,100,0.034617049,
NH,New Hampshire,2016,February,12 month-ending,Number of Drug Overdose Deaths,428,100,0.034632035,
NH,New Hampshire,2016,June,12 month-ending,Number of Drug Overdose Deaths,428,100,0.043361374,
NH,New Hampshire,2017,March,12 month-ending,Number of Drug Overdose Deaths,427,100,0.224084986,*Likely underreported due to incomplete data
NH,New Hampshire,2015,August,12 month-ending,Number of Drug Overdose Deaths,426,100,0.110600647,
NH,New Hampshire,2015,July,12 month-ending,Number of Drug Overdose Deaths,424,100,0.10208422,
NH,New Hampshire,2016,January,12 month-ending,Number of Drug Overdose Deaths,417,100,0.094688818,
NH,New Hampshire,2015,June,12 month-ending,Number of Drug Overdose Deaths,416,100,0.103057369,
NH,New Hampshire,2015,December,12 month-ending,Number of Drug Overdose Deaths,415,100,0.136472194,
NH,New Hampshire,2015,May,12 month-ending,Number of Drug Overdose Deaths,402,100,0.102651839,
AR,Arkansas,2015,August,12 month-ending,Number of Drug Overdose Deaths,398,100,0.048568838,
AR,Arkansas,2015,October,12 month-ending,Number of Drug Overdose Deaths,397,100,0.058036434,
AR,Arkansas,2015,July,12 month-ending,Number of Drug Overdose Deaths,395,100,0.04888382,
NH,New Hampshire,2015,April,12 month-ending,Number of Drug Overdose Deaths,394,100,0.102730931,
NC,North Carolina,2017,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",633,100,0.455309764,*Likely underreported due to incomplete data
NC,North Carolina,2017,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",631,100,0.317963287,*Likely underreported due to incomplete data
NC,North Carolina,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),614,100,0.21863139,
NC,North Carolina,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),614,100,0.211643729,
NC,North Carolina,2017,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",613,100,0.677095747,*Likely underreported due to incomplete data
NC,North Carolina,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),612,100,0.24395898,
NC,North Carolina,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),608,100,0.224721589,
NC,North Carolina,2016,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),602,100,0.228860917,
NC,North Carolina,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),599,100,0.247573777,
NC,North Carolina,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),597,100,0.253937676,
NC,North Carolina,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",592,100,0.253937676,
NC,North Carolina,2016,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),590,100,0.237740796,
NC,North Carolina,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),590,100,0.317963287,*Likely underreported due to incomplete data
NC,North Carolina,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),587,100,0.242815772,
NC,North Carolina,2016,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),581,100,0.24230649,
NC,North Carolina,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),581,100,0.455309764,*Likely underreported due to incomplete data
NC,North Carolina,2016,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",574,100,0.247573777,
NC,North Carolina,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),565,100,0.248817281,
NC,North Carolina,2016,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),564,100,0.245483659,
NC,North Carolina,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),555,100,0.245487365,
NC,North Carolina,2017,January,12 month-ending,Heroin (T40.1),553,100,0.317963287,*Likely underreported due to incomplete data
NC,North Carolina,2016,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",551,100,0.24395898,
NC,North Carolina,2016,December,12 month-ending,Heroin (T40.1),548,100,0.253937676,
NC,North Carolina,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),548,100,0.293697148,
NC,North Carolina,2017,February,12 month-ending,Heroin (T40.1),537,100,0.455309764,*Likely underreported due to incomplete data
NC,North Carolina,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),537,100,0.347183708,
NC,North Carolina,2017,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),534,100,0.677095747,*Likely underreported due to incomplete data
NC,North Carolina,2016,November,12 month-ending,Heroin (T40.1),530,100,0.247573777,
NC,North Carolina,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),530,100,0.369995889,
NC,North Carolina,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",530,100,0.224721589,
NC,North Carolina,2016,October,12 month-ending,Heroin (T40.1),529,100,0.24395898,
NC,North Carolina,2016,September,12 month-ending,Heroin (T40.1),527,100,0.224721589,
NC,North Carolina,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",521,100,0.211643729,
NC,North Carolina,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),512,100,0.364995994,
NC,North Carolina,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),510,100,0.365948901,
NC,North Carolina,2017,March,12 month-ending,Heroin (T40.1),509,100,0.677095747,*Likely underreported due to incomplete data
NC,North Carolina,2017,February,12 month-ending,Cocaine (T40.5),508,100,0.455309764,*Likely underreported due to incomplete data
NC,North Carolina,2016,August,12 month-ending,Heroin (T40.1),508,100,0.211643729,
NC,North Carolina,2017,January,12 month-ending,Cocaine (T40.5),505,100,0.317963287,*Likely underreported due to incomplete data
NC,North Carolina,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),500,100,0.370918219,
NC,North Carolina,2016,December,12 month-ending,Cocaine (T40.5),496,100,0.253937676,
NC,North Carolina,2017,March,12 month-ending,Cocaine (T40.5),494,100,0.677095747,*Likely underreported due to incomplete data
NC,North Carolina,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),493,100,0.363665023,
NC,North Carolina,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),486,100,0.354321824,
NC,North Carolina,2016,November,12 month-ending,Cocaine (T40.5),482,100,0.247573777,
NC,North Carolina,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",480,100,0.21863139,
NC,North Carolina,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),479,100,0.344305192,
NC,North Carolina,2016,July,12 month-ending,Heroin (T40.1),475,100,0.21863139,
NC,North Carolina,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),472,100,0.357530775,
NC,North Carolina,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),466,100,0.356557004,
NC,North Carolina,2016,September,12 month-ending,Cocaine (T40.5),464,100,0.224721589,
NC,North Carolina,2016,October,12 month-ending,Cocaine (T40.5),464,100,0.24395898,
NC,North Carolina,2016,June,12 month-ending,Heroin (T40.1),463,100,0.228860917,
NC,North Carolina,2016,August,12 month-ending,Cocaine (T40.5),461,100,0.211643729,
NC,North Carolina,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",455,100,0.228860917,
NC,North Carolina,2016,May,12 month-ending,Heroin (T40.1),437,100,0.237740796,
NC,North Carolina,2016,July,12 month-ending,Cocaine (T40.5),428,100,0.21863139,
NC,North Carolina,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",428,100,0.237740796,
NC,North Carolina,2016,March,12 month-ending,Heroin (T40.1),421,100,0.24230649,
NC,North Carolina,2016,April,12 month-ending,Heroin (T40.1),421,100,0.242815772,
NC,North Carolina,2016,June,12 month-ending,Cocaine (T40.5),420,100,0.228860917,
NC,North Carolina,2016,February,12 month-ending,Heroin (T40.1),409,100,0.245483659,
NC,North Carolina,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",403,100,0.242815772,
NC,North Carolina,2016,January,12 month-ending,Heroin (T40.1),402,100,0.248817281,
NC,North Carolina,2016,May,12 month-ending,Cocaine (T40.5),396,100,0.237740796,
NC,North Carolina,2016,April,12 month-ending,Cocaine (T40.5),381,100,0.242815772,
NC,North Carolina,2015,December,12 month-ending,Heroin (T40.1),381,100,0.245487365,
NC,North Carolina,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",381,100,0.24230649,
NC,North Carolina,2015,November,12 month-ending,Heroin (T40.1),368,100,0.293697148,
NC,North Carolina,2016,March,12 month-ending,Cocaine (T40.5),358,100,0.24230649,
NC,North Carolina,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",347,100,0.245483659,
NC,North Carolina,2015,October,12 month-ending,Heroin (T40.1),344,100,0.347183708,
NC,North Carolina,2016,January,12 month-ending,Cocaine (T40.5),343,100,0.248817281,
NC,North Carolina,2016,February,12 month-ending,Cocaine (T40.5),341,100,0.245483659,
NC,North Carolina,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",324,100,0.248817281,
NC,North Carolina,2015,June,12 month-ending,Heroin (T40.1),323,100,0.370918219,
NC,North Carolina,2015,September,12 month-ending,Heroin (T40.1),323,100,0.369995889,
NC,North Carolina,2015,July,12 month-ending,Heroin (T40.1),321,100,0.365948901,
NC,North Carolina,2015,May,12 month-ending,Heroin (T40.1),319,100,0.363665023,
NC,North Carolina,2015,August,12 month-ending,Heroin (T40.1),317,100,0.364995994,
NC,North Carolina,2015,December,12 month-ending,Cocaine (T40.5),313,100,0.245487365,
NC,North Carolina,2015,April,12 month-ending,Heroin (T40.1),310,100,0.354321824,
NC,North Carolina,2015,November,12 month-ending,Cocaine (T40.5),309,100,0.293697148,
NC,North Carolina,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",301,100,0.245487365,
NC,North Carolina,2015,October,12 month-ending,Cocaine (T40.5),297,100,0.347183708,
NC,North Carolina,2015,March,12 month-ending,Heroin (T40.1),295,100,0.357530775,
NC,North Carolina,2015,February,12 month-ending,Heroin (T40.1),285,100,0.356557004,
NC,North Carolina,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",285,100,0.293697148,
NC,North Carolina,2015,September,12 month-ending,Cocaine (T40.5),276,100,0.369995889,
NC,North Carolina,2015,January,12 month-ending,Heroin (T40.1),270,100,0.344305192,
NC,North Carolina,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",269,100,0.369995889,
NC,North Carolina,2015,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",267,100,0.347183708,
NC,North Carolina,2015,July,12 month-ending,Cocaine (T40.5),262,100,0.365948901,
NC,North Carolina,2015,August,12 month-ending,Cocaine (T40.5),262,100,0.364995994,
NC,North Carolina,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",261,100,0.365948901,
NC,North Carolina,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",257,100,0.370918219,
NC,North Carolina,2015,May,12 month-ending,Cocaine (T40.5),254,100,0.363665023,
NC,North Carolina,2015,June,12 month-ending,Cocaine (T40.5),254,100,0.370918219,
NC,North Carolina,2015,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",254,100,0.364995994,
NC,North Carolina,2015,March,12 month-ending,Cocaine (T40.5),245,100,0.357530775,
NC,North Carolina,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",245,100,0.363665023,
NC,North Carolina,2015,April,12 month-ending,Cocaine (T40.5),241,100,0.354321824,
NC,North Carolina,2015,February,12 month-ending,Cocaine (T40.5),237,100,0.356557004,
NC,North Carolina,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",236,100,0.354321824,
NC,North Carolina,2015,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",234,100,0.357530775,
NC,North Carolina,2015,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",228,100,0.356557004,
NC,North Carolina,2015,January,12 month-ending,Cocaine (T40.5),220,100,0.344305192,
NC,North Carolina,2015,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",209,100,0.344305192,
NC,North Carolina,2015,January,12 month-ending,Methadone (T40.3),127,100,0.344305192,
NC,North Carolina,2015,June,12 month-ending,Methadone (T40.3),126,100,0.370918219,
NC,North Carolina,2015,March,12 month-ending,Methadone (T40.3),124,100,0.357530775,
NC,North Carolina,2015,April,12 month-ending,Methadone (T40.3),122,100,0.354321824,
NC,North Carolina,2017,January,12 month-ending,Methadone (T40.3),122,100,0.317963287,*Likely underreported due to incomplete data
NC,North Carolina,2015,February,12 month-ending,Methadone (T40.3),121,100,0.356557004,
NC,North Carolina,2017,February,12 month-ending,Methadone (T40.3),121,100,0.455309764,*Likely underreported due to incomplete data
NC,North Carolina,2015,July,12 month-ending,Methadone (T40.3),120,100,0.365948901,
NC,North Carolina,2016,August,12 month-ending,Methadone (T40.3),119,100,0.211643729,
NC,North Carolina,2015,May,12 month-ending,Methadone (T40.3),118,100,0.363665023,
NC,North Carolina,2016,July,12 month-ending,Methadone (T40.3),118,100,0.21863139,
NC,North Carolina,2016,November,12 month-ending,Methadone (T40.3),118,100,0.247573777,
NC,North Carolina,2016,December,12 month-ending,Methadone (T40.3),117,100,0.253937676,
NC,North Carolina,2017,March,12 month-ending,Methadone (T40.3),117,100,0.677095747,*Likely underreported due to incomplete data
NC,North Carolina,2016,September,12 month-ending,Methadone (T40.3),116,100,0.224721589,
NC,North Carolina,2017,February,12 month-ending,Psychostimulants with abuse potential (T43.6),116,100,0.455309764,*Likely underreported due to incomplete data
NC,North Carolina,2016,May,12 month-ending,Methadone (T40.3),114,100,0.237740796,
NC,North Carolina,2016,June,12 month-ending,Methadone (T40.3),113,100,0.228860917,
NC,North Carolina,2016,December,12 month-ending,Psychostimulants with abuse potential (T43.6),113,100,0.253937676,
NC,North Carolina,2015,September,12 month-ending,Methadone (T40.3),112,100,0.369995889,
NC,North Carolina,2016,October,12 month-ending,Methadone (T40.3),111,100,0.24395898,
NC,North Carolina,2017,January,12 month-ending,Psychostimulants with abuse potential (T43.6),111,100,0.317963287,*Likely underreported due to incomplete data
NC,North Carolina,2016,October,12 month-ending,Psychostimulants with abuse potential (T43.6),110,100,0.24395898,
NC,North Carolina,2015,August,12 month-ending,Methadone (T40.3),109,100,0.364995994,
NC,North Carolina,2015,October,12 month-ending,Methadone (T40.3),109,100,0.347183708,
NC,North Carolina,2017,March,12 month-ending,Psychostimulants with abuse potential (T43.6),109,100,0.677095747,*Likely underreported due to incomplete data
NC,North Carolina,2015,November,12 month-ending,Methadone (T40.3),106,100,0.293697148,
NC,North Carolina,2015,December,12 month-ending,Methadone (T40.3),106,100,0.245487365,
NC,North Carolina,2016,January,12 month-ending,Methadone (T40.3),106,100,0.248817281,
NC,North Carolina,2016,February,12 month-ending,Methadone (T40.3),106,100,0.245483659,
NC,North Carolina,2016,November,12 month-ending,Psychostimulants with abuse potential (T43.6),105,100,0.247573777,
NC,North Carolina,2016,March,12 month-ending,Methadone (T40.3),104,100,0.24230649,
NC,North Carolina,2016,April,12 month-ending,Methadone (T40.3),104,100,0.242815772,
NC,North Carolina,2016,September,12 month-ending,Psychostimulants with abuse potential (T43.6),101,100,0.224721589,
NC,North Carolina,2016,August,12 month-ending,Psychostimulants with abuse potential (T43.6),100,100,0.211643729,
NC,North Carolina,2017,February,12 month-ending,Percent with drugs specified,97.18603439,100,0.455309764,*Likely underreported due to incomplete data
NC,North Carolina,2016,December,12 month-ending,Percent with drugs specified,97.10144928,100,0.253937676,
NC,North Carolina,2017,January,12 month-ending,Percent with drugs specified,97.0633694,100,0.317963287,*Likely underreported due to incomplete data
NC,North Carolina,2017,March,12 month-ending,Percent with drugs specified,96.82713348,100,0.677095747,*Likely underreported due to incomplete data
NC,North Carolina,2016,November,12 month-ending,Percent with drugs specified,96.69464848,100,0.247573777,
NC,North Carolina,2016,October,12 month-ending,Percent with drugs specified,96.63335087,100,0.24395898,
NC,North Carolina,2016,September,12 month-ending,Percent with drugs specified,96.59755449,100,0.224721589,
NC,North Carolina,2016,August,12 month-ending,Percent with drugs specified,96.36169074,100,0.211643729,
NC,North Carolina,2016,July,12 month-ending,Percent with drugs specified,95.98017621,100,0.21863139,
NC,North Carolina,2016,June,12 month-ending,Percent with drugs specified,95.3125,100,0.228860917,
NC,North Carolina,2016,March,12 month-ending,Percent with drugs specified,95.10278114,100,0.24230649,
NC,North Carolina,2016,May,12 month-ending,Percent with drugs specified,94.98847926,100,0.237740796,
NC,North Carolina,2016,April,12 month-ending,Percent with drugs specified,94.80519481,100,0.242815772,
NC,North Carolina,2016,February,12 month-ending,Percent with drugs specified,94.73354232,100,0.245483659,
NC,North Carolina,2016,January,12 month-ending,Percent with drugs specified,94.14726243,100,0.248817281,
NC,North Carolina,2015,December,12 month-ending,Percent with drugs specified,93.2986337,100,0.245487365,
NC,North Carolina,2015,June,12 month-ending,Percent with drugs specified,93.10099573,100,0.370918219,
NC,North Carolina,2015,November,12 month-ending,Percent with drugs specified,93.08050566,100,0.293697148,
NC,North Carolina,2015,October,12 month-ending,Percent with drugs specified,92.9209622,100,0.347183708,
NC,North Carolina,2015,September,12 month-ending,Percent with drugs specified,92.84225156,100,0.369995889,
NC,North Carolina,2015,July,12 month-ending,Percent with drugs specified,92.75668073,100,0.365948901,
NC,North Carolina,2015,April,12 month-ending,Percent with drugs specified,92.74725275,100,0.354321824,
NC,North Carolina,2015,May,12 month-ending,Percent with drugs specified,92.65658747,100,0.363665023,
NC,North Carolina,2015,August,12 month-ending,Percent with drugs specified,92.44350282,100,0.364995994,
NC,North Carolina,2015,March,12 month-ending,Percent with drugs specified,92.19440353,100,0.357530775,
NC,North Carolina,2015,February,12 month-ending,Percent with drugs specified,91.96757553,100,0.356557004,
NC,North Carolina,2015,January,12 month-ending,Percent with drugs specified,91.83222958,100,0.344305192,
NC,North Carolina,2016,July,12 month-ending,Psychostimulants with abuse potential (T43.6),87,100,0.21863139,
NC,North Carolina,2016,April,12 month-ending,Psychostimulants with abuse potential (T43.6),82,100,0.242815772,
NC,North Carolina,2016,June,12 month-ending,Psychostimulants with abuse potential (T43.6),82,100,0.228860917,
NC,North Carolina,2016,May,12 month-ending,Psychostimulants with abuse potential (T43.6),81,100,0.237740796,
NC,North Carolina,2016,March,12 month-ending,Psychostimulants with abuse potential (T43.6),80,100,0.24230649,
NC,North Carolina,2016,January,12 month-ending,Psychostimulants with abuse potential (T43.6),71,100,0.248817281,
NC,North Carolina,2016,February,12 month-ending,Psychostimulants with abuse potential (T43.6),69,100,0.245483659,
NC,North Carolina,2015,December,12 month-ending,Psychostimulants with abuse potential (T43.6),62,100,0.245487365,
NC,North Carolina,2015,November,12 month-ending,Psychostimulants with abuse potential (T43.6),61,100,0.293697148,
NC,North Carolina,2015,September,12 month-ending,Psychostimulants with abuse potential (T43.6),55,100,0.369995889,
NC,North Carolina,2015,August,12 month-ending,Psychostimulants with abuse potential (T43.6),50,100,0.364995994,
NC,North Carolina,2015,October,12 month-ending,Psychostimulants with abuse potential (T43.6),50,100,0.347183708,
NC,North Carolina,2015,June,12 month-ending,Psychostimulants with abuse potential (T43.6),49,100,0.370918219,
NC,North Carolina,2015,July,12 month-ending,Psychostimulants with abuse potential (T43.6),49,100,0.365948901,
NC,North Carolina,2015,May,12 month-ending,Psychostimulants with abuse potential (T43.6),44,100,0.363665023,
NC,North Carolina,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),41,100,0.354321824,
NC,North Carolina,2015,February,12 month-ending,Psychostimulants with abuse potential (T43.6),35,100,0.356557004,
NC,North Carolina,2015,March,12 month-ending,Psychostimulants with abuse potential (T43.6),34,100,0.357530775,
NC,North Carolina,2015,January,12 month-ending,Psychostimulants with abuse potential (T43.6),31,100,0.344305192,
ND,North Dakota,2015,July,12 month-ending,Number of Deaths,7028,100,0.284575982,
ND,North Dakota,2015,September,12 month-ending,Number of Deaths,7028,100,0.284575982,
ND,North Dakota,2015,August,12 month-ending,Number of Deaths,7020,100,0.284900285,
ND,North Dakota,2015,June,12 month-ending,Number of Deaths,6988,100,0.286204923,
ND,North Dakota,2015,November,12 month-ending,Number of Deaths,6985,100,0.243378669,
ND,North Dakota,2015,October,12 month-ending,Number of Deaths,6977,100,0.25799054,
ND,North Dakota,2015,April,12 month-ending,Number of Deaths,6955,100,0.273184759,
ND,North Dakota,2015,May,12 month-ending,Number of Deaths,6945,100,0.273578114,
ND,North Dakota,2015,March,12 month-ending,Number of Deaths,6919,100,0.274606157,
ND,North Dakota,2015,February,12 month-ending,Number of Deaths,6914,100,0.274804744,
ND,North Dakota,2017,March,12 month-ending,Number of Deaths,6901,100,0.260831764,*Likely underreported due to incomplete data
ND,North Dakota,2015,January,12 month-ending,Number of Deaths,6887,100,0.275882097,
ND,North Dakota,2017,February,12 month-ending,Number of Deaths,6886,100,0.261399942,*Likely underreported due to incomplete data
ND,North Dakota,2015,December,12 month-ending,Number of Deaths,6876,100,0.145433392,
ND,North Dakota,2017,January,12 month-ending,Number of Deaths,6844,100,0.27761543,*Likely underreported due to incomplete data
ND,North Dakota,2016,December,12 month-ending,Number of Deaths,6806,100,0.249779606,
ND,North Dakota,2016,January,12 month-ending,Number of Deaths,6754,100,0.148060409,
ND,North Dakota,2016,November,12 month-ending,Number of Deaths,6741,100,0.192849726,
ND,North Dakota,2016,February,12 month-ending,Number of Deaths,6730,100,0.163447251,
ND,North Dakota,2016,March,12 month-ending,Number of Deaths,6724,100,0.178465199,
ND,North Dakota,2016,June,12 month-ending,Number of Deaths,6714,100,0.17873101,
ND,North Dakota,2016,October,12 month-ending,Number of Deaths,6706,100,0.16403221,
